model,step,domain,key,tree,measure,value
pythia-160m,64000,wikitext,halfA,real,depth_mean_layer_span,4.08
pythia-160m,143000,wikitext,halfA,real,crisp_median_max_membership,0.725
pythia-160m,143000,wikitext,halfA,real,crisp_frac_confident,0.792236328125
pythia-160m,143000,wikitext,halfA,real,crisp_network_median,0.6900571747146234
pythia-160m,143000,wikitext,halfA,real,size_n_networks,100.0
pythia-160m,143000,wikitext,halfA,real,size_effective_n,89.22731997494981
pythia-160m,143000,wikitext,halfA,real,size_gini,0.2222574869791667
pythia-160m,143000,wikitext,halfA,real,size_largest_share,0.05832248263888889
pythia-160m,143000,wikitext,halfA,real,size_frac_small,0.0
pythia-160m,143000,wikitext,halfA,real,depth_median_effective_layers,7.770739913755261
pythia-160m,143000,wikitext,halfA,real,depth_frac_single_layer,0.01
pythia-160m,143000,wikitext,halfA,real,depth_mean_layer_span,4.17
pythia-160m,0,bookcorpus,halfA,real,crisp_median_max_membership,0.7
pythia-160m,0,bookcorpus,halfA,real,crisp_frac_confident,0.759033203125
pythia-160m,0,bookcorpus,halfA,real,crisp_network_median,0.6704999868614673
pythia-160m,0,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,0,bookcorpus,halfA,real,size_effective_n,91.05233139736033
pythia-160m,0,bookcorpus,halfA,real,size_gini,0.2219721137152777
pythia-160m,0,bookcorpus,halfA,real,size_largest_share,0.043999565972222224
pythia-160m,0,bookcorpus,halfA,real,size_frac_small,0.0
pythia-160m,0,bookcorpus,halfA,real,depth_median_effective_layers,11.765657311287203
pythia-160m,0,bookcorpus,halfA,real,depth_frac_single_layer,0.0
pythia-160m,0,bookcorpus,halfA,real,depth_mean_layer_span,1.99
pythia-160m,1,bookcorpus,halfA,real,crisp_median_max_membership,0.705
pythia-160m,1,bookcorpus,halfA,real,crisp_frac_confident,0.76025390625
pythia-160m,1,bookcorpus,halfA,real,crisp_network_median,0.6724745019131811
pythia-160m,1,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,1,bookcorpus,halfA,real,size_effective_n,90.98725382113146
pythia-160m,1,bookcorpus,halfA,real,size_gini,0.22218207465277784
pythia-160m,1,bookcorpus,halfA,real,size_largest_share,0.04421657986111111
pythia-160m,1,bookcorpus,halfA,real,size_frac_small,0.0
pythia-160m,1,bookcorpus,halfA,real,depth_median_effective_layers,11.766525963735273
pythia-160m,1,bookcorpus,halfA,real,depth_frac_single_layer,0.0
pythia-160m,1,bookcorpus,halfA,real,depth_mean_layer_span,1.96
pythia-160m,4,bookcorpus,halfA,real,crisp_median_max_membership,0.7
pythia-160m,4,bookcorpus,halfA,real,crisp_frac_confident,0.7599555121527778
pythia-160m,4,bookcorpus,halfA,real,crisp_network_median,0.6594048765432099
pythia-160m,4,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,4,bookcorpus,halfA,real,size_effective_n,90.32914826339429
pythia-160m,4,bookcorpus,halfA,real,size_gini,0.23220648871527771
pythia-160m,4,bookcorpus,halfA,real,size_largest_share,0.04380967881944445
pythia-160m,4,bookcorpus,halfA,real,size_frac_small,0.01
pythia-160m,4,bookcorpus,halfA,real,depth_median_effective_layers,11.78279878115503
pythia-160m,4,bookcorpus,halfA,real,depth_frac_single_layer,0.0
pythia-160m,4,bookcorpus,halfA,real,depth_mean_layer_span,2.06
pythia-160m,16,bookcorpus,halfA,real,crisp_median_max_membership,0.64
pythia-160m,16,bookcorpus,halfA,real,crisp_frac_confident,0.6802842881944444
pythia-160m,16,bookcorpus,halfA,real,crisp_network_median,0.6308627193982221
pythia-160m,16,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,16,bookcorpus,halfA,real,size_effective_n,90.80152903452667
pythia-160m,16,bookcorpus,halfA,real,size_gini,0.20759006076388897
pythia-160m,16,bookcorpus,halfA,real,size_largest_share,0.051839192708333336
pythia-160m,16,bookcorpus,halfA,real,size_frac_small,0.0
pythia-160m,16,bookcorpus,halfA,real,depth_median_effective_layers,11.735276391465336
pythia-160m,16,bookcorpus,halfA,real,depth_frac_single_layer,0.0
pythia-160m,16,bookcorpus,halfA,real,depth_mean_layer_span,2.2
pythia-160m,64,bookcorpus,halfA,real,crisp_median_max_membership,0.665
pythia-160m,64,bookcorpus,halfA,real,crisp_frac_confident,0.7515733506944444
pythia-160m,64,bookcorpus,halfA,real,crisp_network_median,0.6378426079734218
pythia-160m,64,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,64,bookcorpus,halfA,real,size_effective_n,93.60059967594681
pythia-160m,64,bookcorpus,halfA,real,size_gini,0.19808213975694433
pythia-160m,64,bookcorpus,halfA,real,size_largest_share,0.021809895833333332
pythia-160m,64,bookcorpus,halfA,real,size_frac_small,0.0
pythia-160m,64,bookcorpus,halfA,real,depth_median_effective_layers,10.9419638901208
pythia-160m,64,bookcorpus,halfA,real,depth_frac_single_layer,0.0
pythia-160m,64,bookcorpus,halfA,real,depth_mean_layer_span,3.63
pythia-160m,256,bookcorpus,halfA,real,crisp_median_max_membership,0.61
pythia-160m,256,bookcorpus,halfA,real,crisp_frac_confident,0.673828125
pythia-160m,256,bookcorpus,halfA,real,crisp_network_median,0.5777517564402811
pythia-160m,256,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,256,bookcorpus,halfA,real,size_effective_n,94.0358209841796
pythia-160m,256,bookcorpus,halfA,real,size_gini,0.18063693576388884
pythia-160m,256,bookcorpus,halfA,real,size_largest_share,0.03271484375
pythia-160m,256,bookcorpus,halfA,real,size_frac_small,0.0
pythia-160m,256,bookcorpus,halfA,real,depth_median_effective_layers,10.009957785134059
pythia-160m,256,bookcorpus,halfA,real,depth_frac_single_layer,0.0
pythia-160m,256,bookcorpus,halfA,real,depth_mean_layer_span,4.25
pythia-160m,1000,bookcorpus,halfA,real,crisp_median_max_membership,0.675
pythia-160m,1000,bookcorpus,halfA,real,crisp_frac_confident,0.7556694878472222
pythia-160m,1000,bookcorpus,halfA,real,crisp_network_median,0.6408126068376068
pythia-160m,1000,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,1000,bookcorpus,halfA,real,size_effective_n,90.68433557482899
pythia-160m,1000,bookcorpus,halfA,real,size_gini,0.22031738281250002
pythia-160m,1000,bookcorpus,halfA,real,size_largest_share,0.03952365451388889
pythia-160m,1000,bookcorpus,halfA,real,size_frac_small,0.0
pythia-160m,1000,bookcorpus,halfA,real,depth_median_effective_layers,9.449761054830287
pythia-160m,1000,bookcorpus,halfA,real,depth_frac_single_layer,0.0
pythia-160m,1000,bookcorpus,halfA,real,depth_mean_layer_span,4.06
pythia-160m,4000,bookcorpus,halfA,real,crisp_median_max_membership,0.7
pythia-160m,4000,bookcorpus,halfA,real,crisp_frac_confident,0.7762858072916666
pythia-160m,4000,bookcorpus,halfA,real,crisp_network_median,0.6776555062115407
pythia-160m,4000,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,4000,bookcorpus,halfA,real,size_effective_n,91.1296508458654
pythia-160m,4000,bookcorpus,halfA,real,size_gini,0.2260704210069444
pythia-160m,4000,bookcorpus,halfA,real,size_largest_share,0.030381944444444444
pythia-160m,4000,bookcorpus,halfA,real,size_frac_small,0.0
pythia-160m,4000,bookcorpus,halfA,real,depth_median_effective_layers,9.610740493422368
pythia-160m,4000,bookcorpus,halfA,real,depth_frac_single_layer,0.01
pythia-160m,4000,bookcorpus,halfA,real,depth_mean_layer_span,3.96
pythia-160m,16000,bookcorpus,halfA,real,crisp_median_max_membership,0.735
pythia-160m,16000,bookcorpus,halfA,real,crisp_frac_confident,0.8177897135416666
pythia-160m,16000,bookcorpus,halfA,real,crisp_network_median,0.6996586550197023
pythia-160m,16000,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,16000,bookcorpus,halfA,real,size_effective_n,90.62646790525191
pythia-160m,16000,bookcorpus,halfA,real,size_gini,0.21980360243055563
pythia-160m,16000,bookcorpus,halfA,real,size_largest_share,0.04318576388888889
pythia-160m,16000,bookcorpus,halfA,real,size_frac_small,0.0
pythia-160m,16000,bookcorpus,halfA,real,depth_median_effective_layers,8.8436486309078
pythia-160m,16000,bookcorpus,halfA,real,depth_frac_single_layer,0.02
pythia-160m,16000,bookcorpus,halfA,real,depth_mean_layer_span,3.96
pythia-160m,64000,bookcorpus,halfA,real,crisp_median_max_membership,0.725
pythia-160m,64000,bookcorpus,halfA,real,crisp_frac_confident,0.7940538194444444
pythia-160m,64000,bookcorpus,halfA,real,crisp_network_median,0.6859295726424784
pythia-160m,64000,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,64000,bookcorpus,halfA,real,size_effective_n,89.4544445069107
pythia-160m,64000,bookcorpus,halfA,real,size_gini,0.22242513020833332
pythia-160m,64000,bookcorpus,halfA,real,size_largest_share,0.052978515625
pythia-160m,64000,bookcorpus,halfA,real,size_frac_small,0.0
pythia-160m,64000,bookcorpus,halfA,real,depth_median_effective_layers,8.270228542792374
pythia-160m,64000,bookcorpus,halfA,real,depth_frac_single_layer,0.01
pythia-160m,64000,bookcorpus,halfA,real,depth_mean_layer_span,3.95
pythia-160m,143000,bookcorpus,halfA,real,crisp_median_max_membership,0.67
pythia-160m,143000,bookcorpus,halfA,real,crisp_frac_confident,0.7458224826388888
pythia-160m,143000,bookcorpus,halfA,real,crisp_network_median,0.653529771345493
pythia-160m,143000,bookcorpus,halfA,real,size_n_networks,100.0
pythia-160m,143000,bookcorpus,halfA,real,size_effective_n,90.39398372732526
pythia-160m,143000,bookcorpus,halfA,real,size_gini,0.20406629774305562
pythia-160m,143000,bookcorpus,halfA,real,size_largest_share,0.053900824652777776
pythia-160m,143000,bookcorpus,halfA,real,size_frac_small,0.01
pythia-160m,143000,bookcorpus,halfA,real,depth_median_effective_layers,8.5731631890121
pythia-160m,143000,bookcorpus,halfA,real,depth_frac_single_layer,0.02
pythia-160m,143000,bookcorpus,halfA,real,depth_mean_layer_span,3.92
pythia-160m,0,agnews,halfA,real,crisp_median_max_membership,0.71
pythia-160m,0,agnews,halfA,real,crisp_frac_confident,0.7519802517361112
pythia-160m,0,agnews,halfA,real,crisp_network_median,0.7059551835702207
pythia-160m,0,agnews,halfA,real,size_n_networks,100.0
pythia-160m,0,agnews,halfA,real,size_effective_n,88.83027338236754
pythia-160m,0,agnews,halfA,real,size_gini,0.22994628906249992
pythia-160m,0,agnews,halfA,real,size_largest_share,0.059271918402777776
pythia-160m,0,agnews,halfA,real,size_frac_small,0.01
pythia-160m,0,agnews,halfA,real,depth_median_effective_layers,11.755967081057708
pythia-160m,0,agnews,halfA,real,depth_frac_single_layer,0.0
pythia-160m,0,agnews,halfA,real,depth_mean_layer_span,2.11
pythia-160m,1,agnews,halfA,real,crisp_median_max_membership,0.71
pythia-160m,1,agnews,halfA,real,crisp_frac_confident,0.750244140625
pythia-160m,1,agnews,halfA,real,crisp_network_median,0.7024261083743842
pythia-160m,1,agnews,halfA,real,size_n_networks,100.0
pythia-160m,1,agnews,halfA,real,size_effective_n,89.18131428729136
pythia-160m,1,agnews,halfA,real,size_gini,0.22561414930555546
pythia-160m,1,agnews,halfA,real,size_largest_share,0.05929904513888889
pythia-160m,1,agnews,halfA,real,size_frac_small,0.0
pythia-160m,1,agnews,halfA,real,depth_median_effective_layers,11.766168429590666
pythia-160m,1,agnews,halfA,real,depth_frac_single_layer,0.0
pythia-160m,1,agnews,halfA,real,depth_mean_layer_span,2.06
pythia-160m,4,agnews,halfA,real,crisp_median_max_membership,0.7
pythia-160m,4,agnews,halfA,real,crisp_frac_confident,0.7507866753472222
pythia-160m,4,agnews,halfA,real,crisp_network_median,0.7016306049478159
pythia-160m,4,agnews,halfA,real,size_n_networks,100.0
pythia-160m,4,agnews,halfA,real,size_effective_n,89.39860921588881
pythia-160m,4,agnews,halfA,real,size_gini,0.2227398003472223
pythia-160m,4,agnews,halfA,real,size_largest_share,0.059380425347222224
pythia-160m,4,agnews,halfA,real,size_frac_small,0.0
pythia-160m,4,agnews,halfA,real,depth_median_effective_layers,11.76061075874884
pythia-160m,4,agnews,halfA,real,depth_frac_single_layer,0.0
pythia-160m,4,agnews,halfA,real,depth_mean_layer_span,2.0
pythia-160m,16,agnews,halfA,real,crisp_median_max_membership,0.675
pythia-160m,16,agnews,halfA,real,crisp_frac_confident,0.7213270399305556
pythia-160m,16,agnews,halfA,real,crisp_network_median,0.6743670485212314
pythia-160m,16,agnews,halfA,real,size_n_networks,100.0
pythia-160m,16,agnews,halfA,real,size_effective_n,89.08329646672344
pythia-160m,16,agnews,halfA,real,size_gini,0.20832248263888897
pythia-160m,16,agnews,halfA,real,size_largest_share,0.06681315104166667
pythia-160m,16,agnews,halfA,real,size_frac_small,0.0
pythia-160m,16,agnews,halfA,real,depth_median_effective_layers,11.715153760275058
pythia-160m,16,agnews,halfA,real,depth_frac_single_layer,0.0
pythia-160m,16,agnews,halfA,real,depth_mean_layer_span,2.13
pythia-160m,64,agnews,halfA,real,crisp_median_max_membership,0.645
pythia-160m,64,agnews,halfA,real,crisp_frac_confident,0.7314453125
pythia-160m,64,agnews,halfA,real,crisp_network_median,0.6346927220634604
pythia-160m,64,agnews,halfA,real,size_n_networks,100.0
pythia-160m,64,agnews,halfA,real,size_effective_n,93.43512809676963
pythia-160m,64,agnews,halfA,real,size_gini,0.19492404513888895
pythia-160m,64,agnews,halfA,real,size_largest_share,0.028700086805555556
pythia-160m,64,agnews,halfA,real,size_frac_small,0.0
pythia-160m,64,agnews,halfA,real,depth_median_effective_layers,11.104737946638977
pythia-160m,64,agnews,halfA,real,depth_frac_single_layer,0.0
pythia-160m,64,agnews,halfA,real,depth_mean_layer_span,3.51
pythia-160m,256,agnews,halfA,real,crisp_median_max_membership,0.58
pythia-160m,256,agnews,halfA,real,crisp_frac_confident,0.6425238715277778
pythia-160m,256,agnews,halfA,real,crisp_network_median,0.5479868957483984
pythia-160m,256,agnews,halfA,real,size_n_networks,100.0
pythia-160m,256,agnews,halfA,real,size_effective_n,94.04048536788235
pythia-160m,256,agnews,halfA,real,size_gini,0.1776437717013888
pythia-160m,256,agnews,halfA,real,size_largest_share,0.036675347222222224
pythia-160m,256,agnews,halfA,real,size_frac_small,0.0
pythia-160m,256,agnews,halfA,real,depth_median_effective_layers,9.923278889754823
pythia-160m,256,agnews,halfA,real,depth_frac_single_layer,0.0
pythia-160m,256,agnews,halfA,real,depth_mean_layer_span,4.26
pythia-160m,1000,agnews,halfA,real,crisp_median_max_membership,0.69
pythia-160m,1000,agnews,halfA,real,crisp_frac_confident,0.7684733072916666
pythia-160m,1000,agnews,halfA,real,crisp_network_median,0.6257162785723017
pythia-160m,1000,agnews,halfA,real,size_n_networks,100.0
pythia-160m,1000,agnews,halfA,real,size_effective_n,87.88658883677887
pythia-160m,1000,agnews,halfA,real,size_gini,0.21552625868055553
pythia-160m,1000,agnews,halfA,real,size_largest_share,0.04747178819444445
pythia-160m,1000,agnews,halfA,real,size_frac_small,0.01
pythia-160m,1000,agnews,halfA,real,depth_median_effective_layers,8.003869268753272
pythia-160m,1000,agnews,halfA,real,depth_frac_single_layer,0.0
pythia-160m,1000,agnews,halfA,real,depth_mean_layer_span,4.46
pythia-160m,4000,agnews,halfA,real,crisp_median_max_membership,0.745
pythia-160m,4000,agnews,halfA,real,crisp_frac_confident,0.8315700954861112
pythia-160m,4000,agnews,halfA,real,crisp_network_median,0.7278985230324313
pythia-160m,4000,agnews,halfA,real,size_n_networks,100.0
pythia-160m,4000,agnews,halfA,real,size_effective_n,90.23605014482585
pythia-160m,4000,agnews,halfA,real,size_gini,0.23388020833333334
pythia-160m,4000,agnews,halfA,real,size_largest_share,0.03762478298611111
pythia-160m,4000,agnews,halfA,real,size_frac_small,0.0
pythia-160m,4000,agnews,halfA,real,depth_median_effective_layers,8.90992156959464
pythia-160m,4000,agnews,halfA,real,depth_frac_single_layer,0.02
pythia-160m,4000,agnews,halfA,real,depth_mean_layer_span,4.05
pythia-160m,16000,agnews,halfA,real,crisp_median_max_membership,0.785
pythia-160m,16000,agnews,halfA,real,crisp_frac_confident,0.8625759548611112
pythia-160m,16000,agnews,halfA,real,crisp_network_median,0.7510973617921224
pythia-160m,16000,agnews,halfA,real,size_n_networks,100.0
pythia-160m,16000,agnews,halfA,real,size_effective_n,88.0928174047891
pythia-160m,16000,agnews,halfA,real,size_gini,0.2381629774305556
pythia-160m,16000,agnews,halfA,real,size_largest_share,0.054280598958333336
pythia-160m,16000,agnews,halfA,real,size_frac_small,0.01
pythia-160m,16000,agnews,halfA,real,depth_median_effective_layers,8.453885239894092
pythia-160m,16000,agnews,halfA,real,depth_frac_single_layer,0.02
pythia-160m,16000,agnews,halfA,real,depth_mean_layer_span,4.21
pythia-160m,64000,agnews,halfA,real,crisp_median_max_membership,0.8
pythia-160m,64000,agnews,halfA,real,crisp_frac_confident,0.8516710069444444
pythia-160m,64000,agnews,halfA,real,crisp_network_median,0.7661844626645304
pythia-160m,64000,agnews,halfA,real,size_n_networks,100.0
pythia-160m,64000,agnews,halfA,real,size_effective_n,87.4664931988504
pythia-160m,64000,agnews,halfA,real,size_gini,0.24476128472222225
pythia-160m,64000,agnews,halfA,real,size_largest_share,0.05466037326388889
pythia-160m,64000,agnews,halfA,real,size_frac_small,0.01
pythia-160m,64000,agnews,halfA,real,depth_median_effective_layers,8.16011619987043
pythia-160m,64000,agnews,halfA,real,depth_frac_single_layer,0.02
pythia-160m,64000,agnews,halfA,real,depth_mean_layer_span,4.17
pythia-160m,143000,agnews,halfA,real,crisp_median_max_membership,0.735
pythia-160m,143000,agnews,halfA,real,crisp_frac_confident,0.7799207899305556
pythia-160m,143000,agnews,halfA,real,crisp_network_median,0.6941245940252216
pythia-160m,143000,agnews,halfA,real,size_n_networks,100.0
pythia-160m,143000,agnews,halfA,real,size_effective_n,86.83252049420065
pythia-160m,143000,agnews,halfA,real,size_gini,0.2461263020833333
pythia-160m,143000,agnews,halfA,real,size_largest_share,0.05604383680555555
pythia-160m,143000,agnews,halfA,real,size_frac_small,0.01
pythia-160m,143000,agnews,halfA,real,depth_median_effective_layers,8.205687735694331
pythia-160m,143000,agnews,halfA,real,depth_frac_single_layer,0.02
pythia-160m,143000,agnews,halfA,real,depth_mean_layer_span,4.08
pythia-160m,0,tldr17,halfA,real,crisp_median_max_membership,0.675
pythia-160m,0,tldr17,halfA,real,crisp_frac_confident,0.727783203125
pythia-160m,0,tldr17,halfA,real,crisp_network_median,0.6591860157762809
pythia-160m,0,tldr17,halfA,real,size_n_networks,100.0
pythia-160m,0,tldr17,halfA,real,size_effective_n,89.67889180761053
pythia-160m,0,tldr17,halfA,real,size_gini,0.2318901909722222
pythia-160m,0,tldr17,halfA,real,size_largest_share,0.048882378472222224
pythia-160m,0,tldr17,halfA,real,size_frac_small,0.01
pythia-160m,0,tldr17,halfA,real,depth_median_effective_layers,11.756170938091513
pythia-160m,0,tldr17,halfA,real,depth_frac_single_layer,0.0
pythia-160m,0,tldr17,halfA,real,depth_mean_layer_span,1.95
pythia-160m,1,tldr17,halfA,real,crisp_median_max_membership,0.675
pythia-160m,1,tldr17,halfA,real,crisp_frac_confident,0.7281901041666666
pythia-160m,1,tldr17,halfA,real,crisp_network_median,0.6582869433198381
pythia-160m,1,tldr17,halfA,real,size_n_networks,100.0
pythia-160m,1,tldr17,halfA,real,size_effective_n,89.67691058685384
pythia-160m,1,tldr17,halfA,real,size_gini,0.23253851996527786
pythia-160m,1,tldr17,halfA,real,size_largest_share,0.04871961805555555
pythia-160m,1,tldr17,halfA,real,size_frac_small,0.0
pythia-160m,1,tldr17,halfA,real,depth_median_effective_layers,11.756805651667344
pythia-160m,1,tldr17,halfA,real,depth_frac_single_layer,0.0
pythia-160m,1,tldr17,halfA,real,depth_mean_layer_span,2.03
pythia-160m,4,tldr17,halfA,real,crisp_median_max_membership,0.67
pythia-160m,4,tldr17,halfA,real,crisp_frac_confident,0.7313639322916666
pythia-160m,4,tldr17,halfA,real,crisp_network_median,0.6652401020312353
pythia-160m,4,tldr17,halfA,real,size_n_networks,100.0
