model,domain,key,tree,network,step,best_jaccard,birth_step
pythia-160m,wikitext,halfA,real,8,64000,0.1915367483296214,143000
pythia-160m,wikitext,halfA,real,8,143000,1.0,143000
pythia-160m,wikitext,halfA,real,9,0,0.0188527878058564,143000
pythia-160m,wikitext,halfA,real,9,1,0.018830128205128204,143000
pythia-160m,wikitext,halfA,real,9,4,0.019968051118210862,143000
pythia-160m,wikitext,halfA,real,9,16,0.01773180642777983,143000
pythia-160m,wikitext,halfA,real,9,64,0.01296456352636128,143000
pythia-160m,wikitext,halfA,real,9,256,0.01447876447876448,143000
pythia-160m,wikitext,halfA,real,9,1000,0.03995498030388295,143000
pythia-160m,wikitext,halfA,real,9,4000,0.042746113989637305,143000
pythia-160m,wikitext,halfA,real,9,16000,0.0647653000594177,143000
pythia-160m,wikitext,halfA,real,9,64000,0.14257294429708223,143000
pythia-160m,wikitext,halfA,real,9,143000,1.0,143000
pythia-160m,wikitext,halfA,real,10,0,0.018072289156626505,143000
pythia-160m,wikitext,halfA,real,10,1,0.01805416248746239,143000
pythia-160m,wikitext,halfA,real,10,4,0.01782178217821782,143000
pythia-160m,wikitext,halfA,real,10,16,0.013761467889908258,143000
pythia-160m,wikitext,halfA,real,10,64,0.018335684062059238,143000
pythia-160m,wikitext,halfA,real,10,256,0.020664206642066422,143000
pythia-160m,wikitext,halfA,real,10,1000,0.03106060606060606,143000
pythia-160m,wikitext,halfA,real,10,4000,0.1099537037037037,143000
pythia-160m,wikitext,halfA,real,10,16000,0.2017259978425027,143000
pythia-160m,wikitext,halfA,real,10,64000,0.42327365728900257,143000
pythia-160m,wikitext,halfA,real,10,143000,1.0,143000
pythia-160m,wikitext,halfA,real,11,0,0.011428571428571429,143000
pythia-160m,wikitext,halfA,real,11,1,0.011450381679389313,143000
pythia-160m,wikitext,halfA,real,11,4,0.011075949367088608,143000
pythia-160m,wikitext,halfA,real,11,16,0.010224948875255624,143000
pythia-160m,wikitext,halfA,real,11,64,0.018258426966292134,143000
pythia-160m,wikitext,halfA,real,11,256,0.021032504780114723,143000
pythia-160m,wikitext,halfA,real,11,1000,0.05206463195691203,143000
pythia-160m,wikitext,halfA,real,11,4000,0.08097165991902834,143000
pythia-160m,wikitext,halfA,real,11,16000,0.19770114942528735,143000
pythia-160m,wikitext,halfA,real,11,64000,0.3856041131105398,143000
pythia-160m,wikitext,halfA,real,11,143000,1.0,143000
pythia-160m,wikitext,halfA,real,12,0,0.01,143000
pythia-160m,wikitext,halfA,real,12,1,0.01,143000
pythia-160m,wikitext,halfA,real,12,4,0.0112,143000
pythia-160m,wikitext,halfA,real,12,16,0.01456953642384106,143000
pythia-160m,wikitext,halfA,real,12,64,0.011889035667107,143000
pythia-160m,wikitext,halfA,real,12,256,0.021505376344086023,143000
pythia-160m,wikitext,halfA,real,12,1000,0.024232633279483037,143000
pythia-160m,wikitext,halfA,real,12,4000,0.24714828897338403,143000
pythia-160m,wikitext,halfA,real,12,16000,0.38509316770186336,143000
pythia-160m,wikitext,halfA,real,12,64000,0.4880382775119617,143000
pythia-160m,wikitext,halfA,real,12,143000,1.0,143000
pythia-160m,wikitext,halfA,real,13,0,0.013525698827772768,143000
pythia-160m,wikitext,halfA,real,13,1,0.013440860215053764,143000
pythia-160m,wikitext,halfA,real,13,4,0.012715712988192553,143000
pythia-160m,wikitext,halfA,real,13,16,0.013157894736842105,143000
pythia-160m,wikitext,halfA,real,13,64,0.016753926701570682,143000
pythia-160m,wikitext,halfA,real,13,256,0.027106227106227107,143000
pythia-160m,wikitext,halfA,real,13,1000,0.02526002971768202,143000
pythia-160m,wikitext,halfA,real,13,4000,0.04938271604938271,143000
pythia-160m,wikitext,halfA,real,13,16000,0.05519480519480519,143000
pythia-160m,wikitext,halfA,real,13,64000,0.2702078521939954,143000
pythia-160m,wikitext,halfA,real,13,143000,1.0,143000
pythia-160m,wikitext,halfA,real,14,0,0.015503875968992248,143000
pythia-160m,wikitext,halfA,real,14,1,0.015533980582524271,143000
pythia-160m,wikitext,halfA,real,14,4,0.015384615384615385,143000
pythia-160m,wikitext,halfA,real,14,16,0.011627906976744186,143000
pythia-160m,wikitext,halfA,real,14,64,0.011363636363636364,143000
pythia-160m,wikitext,halfA,real,14,256,0.023255813953488372,143000
pythia-160m,wikitext,halfA,real,14,1000,0.047961630695443645,143000
pythia-160m,wikitext,halfA,real,14,4000,0.17525773195876287,143000
pythia-160m,wikitext,halfA,real,14,16000,0.29461756373937675,143000
pythia-160m,wikitext,halfA,real,14,64000,0.48632218844984804,143000
pythia-160m,wikitext,halfA,real,14,143000,1.0,143000
pythia-160m,wikitext,halfA,real,15,0,0.011965811965811967,143000
pythia-160m,wikitext,halfA,real,15,1,0.012087912087912088,143000
pythia-160m,wikitext,halfA,real,15,4,0.011904761904761904,143000
pythia-160m,wikitext,halfA,real,15,16,0.01090909090909091,143000
pythia-160m,wikitext,halfA,real,15,64,0.013333333333333334,143000
pythia-160m,wikitext,halfA,real,15,256,0.01037344398340249,143000
pythia-160m,wikitext,halfA,real,15,1000,0.049783549783549784,143000
pythia-160m,wikitext,halfA,real,15,4000,0.07481751824817519,143000
pythia-160m,wikitext,halfA,real,15,16000,0.21841541755888652,143000
pythia-160m,wikitext,halfA,real,15,64000,0.37317073170731707,143000
pythia-160m,wikitext,halfA,real,15,143000,1.0,143000
pythia-160m,wikitext,halfA,real,16,0,0.011217948717948718,143000
pythia-160m,wikitext,halfA,real,16,1,0.0112,143000
pythia-160m,wikitext,halfA,real,16,4,0.010706638115631691,143000
pythia-160m,wikitext,halfA,real,16,16,0.011254019292604502,143000
pythia-160m,wikitext,halfA,real,16,64,0.013114754098360656,143000
pythia-160m,wikitext,halfA,real,16,256,0.0216998191681736,143000
pythia-160m,wikitext,halfA,real,16,1000,0.024793388429752067,143000
pythia-160m,wikitext,halfA,real,16,4000,0.034,143000
pythia-160m,wikitext,halfA,real,16,16000,0.06412478336221837,143000
pythia-160m,wikitext,halfA,real,16,64000,0.1234866828087167,143000
pythia-160m,wikitext,halfA,real,16,143000,1.0,143000
pythia-160m,wikitext,halfA,real,17,0,0.0125,143000
pythia-160m,wikitext,halfA,real,17,1,0.012519561815336464,143000
pythia-160m,wikitext,halfA,real,17,4,0.0124804992199688,143000
pythia-160m,wikitext,halfA,real,17,16,0.01125703564727955,143000
pythia-160m,wikitext,halfA,real,17,64,0.016666666666666666,143000
pythia-160m,wikitext,halfA,real,17,256,0.024539877300613498,143000
pythia-160m,wikitext,halfA,real,17,1000,0.04241071428571429,143000
pythia-160m,wikitext,halfA,real,17,4000,0.09326424870466321,143000
pythia-160m,wikitext,halfA,real,17,16000,0.14027149321266968,143000
pythia-160m,wikitext,halfA,real,17,64000,0.10852713178294573,143000
pythia-160m,wikitext,halfA,real,17,143000,1.0,143000
pythia-160m,wikitext,halfA,real,18,0,0.015625,64000
pythia-160m,wikitext,halfA,real,18,1,0.015670910871694418,64000
pythia-160m,wikitext,halfA,real,18,4,0.014691478942213516,64000
pythia-160m,wikitext,halfA,real,18,16,0.01046337817638266,64000
pythia-160m,wikitext,halfA,real,18,64,0.01330603889457523,64000
pythia-160m,wikitext,halfA,real,18,256,0.019971469329529243,64000
pythia-160m,wikitext,halfA,real,18,1000,0.033375314861460954,64000
pythia-160m,wikitext,halfA,real,18,4000,0.22344322344322345,64000
pythia-160m,wikitext,halfA,real,18,16000,0.26429980276134124,64000
pythia-160m,wikitext,halfA,real,18,64000,0.5234899328859061,64000
pythia-160m,wikitext,halfA,real,18,143000,1.0,64000
pythia-160m,wikitext,halfA,real,19,0,0.017013232514177693,143000
pythia-160m,wikitext,halfA,real,19,1,0.017013232514177693,143000
pythia-160m,wikitext,halfA,real,19,4,0.016314779270633396,143000
pythia-160m,wikitext,halfA,real,19,16,0.017578125,143000
pythia-160m,wikitext,halfA,real,19,64,0.020581113801452784,143000
pythia-160m,wikitext,halfA,real,19,256,0.024282560706401765,143000
pythia-160m,wikitext,halfA,real,19,1000,0.031791907514450865,143000
pythia-160m,wikitext,halfA,real,19,4000,0.08833522083805209,143000
pythia-160m,wikitext,halfA,real,19,16000,0.15342465753424658,143000
pythia-160m,wikitext,halfA,real,19,64000,0.3953488372093023,143000
pythia-160m,wikitext,halfA,real,19,143000,1.0,143000
pythia-160m,wikitext,halfA,real,20,0,0.012012012012012012,143000
pythia-160m,wikitext,halfA,real,20,1,0.011940298507462687,143000
pythia-160m,wikitext,halfA,real,20,4,0.010854816824966078,143000
pythia-160m,wikitext,halfA,real,20,16,0.01607717041800643,143000
pythia-160m,wikitext,halfA,real,20,64,0.012087026591458501,143000
pythia-160m,wikitext,halfA,real,20,256,0.015015015015015015,143000
pythia-160m,wikitext,halfA,real,20,1000,0.017195767195767195,143000
pythia-160m,wikitext,halfA,real,20,4000,0.023006134969325152,143000
pythia-160m,wikitext,halfA,real,20,16000,0.04019292604501608,143000
pythia-160m,wikitext,halfA,real,20,64000,0.09221902017291066,143000
pythia-160m,wikitext,halfA,real,20,143000,1.0,143000
pythia-160m,wikitext,halfA,real,21,0,0.01288056206088993,143000
pythia-160m,wikitext,halfA,real,21,1,0.012865497076023392,143000
pythia-160m,wikitext,halfA,real,21,4,0.012672811059907835,143000
pythia-160m,wikitext,halfA,real,21,16,0.012693935119887164,143000
pythia-160m,wikitext,halfA,real,21,64,0.014211886304909561,143000
pythia-160m,wikitext,halfA,real,21,256,0.01963350785340314,143000
pythia-160m,wikitext,halfA,real,21,1000,0.034578146611341634,143000
pythia-160m,wikitext,halfA,real,21,4000,0.08069620253164557,143000
pythia-160m,wikitext,halfA,real,21,16000,0.09494640122511486,143000
pythia-160m,wikitext,halfA,real,21,64000,0.30526315789473685,143000
pythia-160m,wikitext,halfA,real,21,143000,1.0,143000
pythia-160m,wikitext,halfA,real,22,0,0.012216404886561954,143000
pythia-160m,wikitext,halfA,real,22,1,0.012389380530973451,143000
pythia-160m,wikitext,halfA,real,22,4,0.01171875,143000
pythia-160m,wikitext,halfA,real,22,16,0.011650485436893204,143000
pythia-160m,wikitext,halfA,real,22,64,0.012413793103448275,143000
pythia-160m,wikitext,halfA,real,22,256,0.021439509954058193,143000
pythia-160m,wikitext,halfA,real,22,1000,0.031423290203327174,143000
pythia-160m,wikitext,halfA,real,22,4000,0.04536082474226804,143000
pythia-160m,wikitext,halfA,real,22,16000,0.09473684210526316,143000
pythia-160m,wikitext,halfA,real,22,64000,0.12074829931972789,143000
pythia-160m,wikitext,halfA,real,22,143000,1.0,143000
pythia-160m,wikitext,halfA,real,23,0,0.013349514563106795,143000
pythia-160m,wikitext,halfA,real,23,1,0.013333333333333334,143000
pythia-160m,wikitext,halfA,real,23,4,0.011799410029498525,143000
pythia-160m,wikitext,halfA,real,23,16,0.016320474777448073,143000
pythia-160m,wikitext,halfA,real,23,64,0.019390581717451522,143000
pythia-160m,wikitext,halfA,real,23,256,0.03905160390516039,143000
pythia-160m,wikitext,halfA,real,23,1000,0.06466876971608833,143000
pythia-160m,wikitext,halfA,real,23,4000,0.12861271676300579,143000
pythia-160m,wikitext,halfA,real,23,16000,0.2,143000
pythia-160m,wikitext,halfA,real,23,64000,0.3487972508591065,143000
pythia-160m,wikitext,halfA,real,23,143000,1.0,143000
pythia-160m,wikitext,halfA,real,24,0,0.012903225806451613,143000
pythia-160m,wikitext,halfA,real,24,1,0.012924071082390954,143000
pythia-160m,wikitext,halfA,real,24,4,0.012895662368112544,143000
pythia-160m,wikitext,halfA,real,24,16,0.015714285714285715,143000
pythia-160m,wikitext,halfA,real,24,64,0.011494252873563218,143000
pythia-160m,wikitext,halfA,real,24,256,0.014018691588785047,143000
pythia-160m,wikitext,halfA,real,24,1000,0.018456375838926176,143000
pythia-160m,wikitext,halfA,real,24,4000,0.0564373897707231,143000
pythia-160m,wikitext,halfA,real,24,16000,0.09107142857142857,143000
pythia-160m,wikitext,halfA,real,24,64000,0.23772102161100198,143000
pythia-160m,wikitext,halfA,real,24,143000,1.0,143000
pythia-160m,wikitext,halfA,real,25,0,0.012910798122065728,143000
pythia-160m,wikitext,halfA,real,25,1,0.012925969447708578,143000
pythia-160m,wikitext,halfA,real,25,4,0.012895662368112544,143000
pythia-160m,wikitext,halfA,real,25,16,0.018915510718789406,143000
pythia-160m,wikitext,halfA,real,25,64,0.014322916666666666,143000
pythia-160m,wikitext,halfA,real,25,256,0.019553072625698324,143000
pythia-160m,wikitext,halfA,real,25,1000,0.04227405247813411,143000
pythia-160m,wikitext,halfA,real,25,4000,0.051597051597051594,143000
pythia-160m,wikitext,halfA,real,25,16000,0.1478770131771596,143000
pythia-160m,wikitext,halfA,real,25,64000,0.32829046898638425,143000
pythia-160m,wikitext,halfA,real,25,143000,1.0,143000
pythia-160m,wikitext,halfA,real,26,0,0.0126953125,143000
pythia-160m,wikitext,halfA,real,26,1,0.014267185473411154,143000
pythia-160m,wikitext,halfA,real,26,4,0.01376597836774828,143000
pythia-160m,wikitext,halfA,real,26,16,0.017797552836484983,143000
pythia-160m,wikitext,halfA,real,26,64,0.014102564102564103,143000
pythia-160m,wikitext,halfA,real,26,256,0.023674242424242424,143000
pythia-160m,wikitext,halfA,real,26,1000,0.04627006610009443,143000
pythia-160m,wikitext,halfA,real,26,4000,0.10604870384917518,143000
pythia-160m,wikitext,halfA,real,26,16000,0.18421052631578946,143000
pythia-160m,wikitext,halfA,real,26,64000,0.3997289972899729,143000
pythia-160m,wikitext,halfA,real,26,143000,1.0,143000
pythia-160m,wikitext,halfA,real,27,0,0.012956419316843345,143000
pythia-160m,wikitext,halfA,real,27,1,0.012941176470588235,143000
pythia-160m,wikitext,halfA,real,27,4,0.013173652694610778,143000
pythia-160m,wikitext,halfA,real,27,16,0.013447432762836185,143000
pythia-160m,wikitext,halfA,real,27,64,0.02122641509433962,143000
pythia-160m,wikitext,halfA,real,27,256,0.022267206477732792,143000
pythia-160m,wikitext,halfA,real,27,1000,0.03078556263269639,143000
pythia-160m,wikitext,halfA,real,27,4000,0.05365853658536585,143000
pythia-160m,wikitext,halfA,real,27,16000,0.10841836734693877,143000
pythia-160m,wikitext,halfA,real,27,64000,0.28212290502793297,143000
pythia-160m,wikitext,halfA,real,27,143000,1.0,143000
pythia-160m,wikitext,halfA,real,28,0,0.009881422924901186,143000
pythia-160m,wikitext,halfA,real,28,1,0.009900990099009901,143000
pythia-160m,wikitext,halfA,real,28,4,0.010822510822510822,143000
pythia-160m,wikitext,halfA,real,28,16,0.012012012012012012,143000
pythia-160m,wikitext,halfA,real,28,64,0.018907563025210083,143000
pythia-160m,wikitext,halfA,real,28,256,0.019316493313521546,143000
pythia-160m,wikitext,halfA,real,28,1000,0.028186274509803922,143000
pythia-160m,wikitext,halfA,real,28,4000,0.0444015444015444,143000
pythia-160m,wikitext,halfA,real,28,16000,0.07625272331154684,143000
pythia-160m,wikitext,halfA,real,28,64000,0.19834710743801653,143000
pythia-160m,wikitext,halfA,real,28,143000,1.0,143000
pythia-160m,wikitext,halfA,real,29,0,0.013257575757575758,143000
pythia-160m,wikitext,halfA,real,29,1,0.013108614232209739,143000
pythia-160m,wikitext,halfA,real,29,4,0.011235955056179775,143000
pythia-160m,wikitext,halfA,real,29,16,0.013831258644536652,143000
pythia-160m,wikitext,halfA,real,29,64,0.013888888888888888,143000
pythia-160m,wikitext,halfA,real,29,256,0.015822784810126583,143000
pythia-160m,wikitext,halfA,real,29,1000,0.025688073394495414,143000
pythia-160m,wikitext,halfA,real,29,4000,0.25,143000
pythia-160m,wikitext,halfA,real,29,16000,0.38562091503267976,143000
pythia-160m,wikitext,halfA,real,29,64000,0.494949494949495,143000
pythia-160m,wikitext,halfA,real,29,143000,1.0,143000
pythia-160m,wikitext,halfA,real,30,0,0.014577259475218658,143000
pythia-160m,wikitext,halfA,real,30,1,0.013592233009708738,143000
pythia-160m,wikitext,halfA,real,30,4,0.013513513513513514,143000
pythia-160m,wikitext,halfA,real,30,16,0.014940239043824702,143000
pythia-160m,wikitext,halfA,real,30,64,0.020739404869251576,143000
pythia-160m,wikitext,halfA,real,30,256,0.026341463414634145,143000
pythia-160m,wikitext,halfA,real,30,1000,0.026470588235294117,143000
pythia-160m,wikitext,halfA,real,30,4000,0.024731182795698924,143000
pythia-160m,wikitext,halfA,real,30,16000,0.0631424375917768,143000
pythia-160m,wikitext,halfA,real,30,64000,0.25226860254083483,143000
pythia-160m,wikitext,halfA,real,30,143000,1.0,143000
pythia-160m,wikitext,halfA,real,31,0,0.011594202898550725,143000
pythia-160m,wikitext,halfA,real,31,1,0.011560693641618497,143000
pythia-160m,wikitext,halfA,real,31,4,0.011799410029498525,143000
pythia-160m,wikitext,halfA,real,31,16,0.01164294954721863,143000
pythia-160m,wikitext,halfA,real,31,64,0.017259978425026967,143000
pythia-160m,wikitext,halfA,real,31,256,0.017479300827966882,143000
pythia-160m,wikitext,halfA,real,31,1000,0.03048264182895851,143000
pythia-160m,wikitext,halfA,real,31,4000,0.032563025210084036,143000
pythia-160m,wikitext,halfA,real,31,16000,0.05829596412556054,143000
pythia-160m,wikitext,halfA,real,31,64000,0.15829145728643215,143000
pythia-160m,wikitext,halfA,real,31,143000,1.0,143000
pythia-160m,wikitext,halfA,real,32,0,0.014084507042253521,143000
pythia-160m,wikitext,halfA,real,32,1,0.012096774193548387,143000
pythia-160m,wikitext,halfA,real,32,4,0.012678288431061807,143000
pythia-160m,wikitext,halfA,real,32,16,0.012987012987012988,143000
pythia-160m,wikitext,halfA,real,32,64,0.012968299711815562,143000
pythia-160m,wikitext,halfA,real,32,256,0.02214022140221402,143000
pythia-160m,wikitext,halfA,real,32,1000,0.03145695364238411,143000
pythia-160m,wikitext,halfA,real,32,4000,0.116751269035533,143000
pythia-160m,wikitext,halfA,real,32,16000,0.19897084048027444,143000
pythia-160m,wikitext,halfA,real,32,64000,0.15773353751914243,143000
pythia-160m,wikitext,halfA,real,32,143000,1.0,143000
pythia-160m,wikitext,halfA,real,33,0,0.013864042933810376,143000
pythia-160m,wikitext,halfA,real,33,1,0.013845466726217061,143000
pythia-160m,wikitext,halfA,real,33,4,0.014228546020453535,143000
pythia-160m,wikitext,halfA,real,33,16,0.011956521739130435,143000
pythia-160m,wikitext,halfA,real,33,64,0.015521064301552107,143000
pythia-160m,wikitext,halfA,real,33,256,0.025404157043879907,143000
pythia-160m,wikitext,halfA,real,33,1000,0.047453703703703706,143000
pythia-160m,wikitext,halfA,real,33,4000,0.15510718789407313,143000
pythia-160m,wikitext,halfA,real,33,16000,0.24054054054054055,143000
pythia-160m,wikitext,halfA,real,33,64000,0.39541984732824426,143000
pythia-160m,wikitext,halfA,real,33,143000,1.0,143000
pythia-160m,wikitext,halfA,real,34,0,0.011627906976744186,143000
pythia-160m,wikitext,halfA,real,34,1,0.011608623548922056,143000
pythia-160m,wikitext,halfA,real,34,4,0.011345218800648298,143000
pythia-160m,wikitext,halfA,real,34,16,0.016901408450704224,143000
pythia-160m,wikitext,halfA,real,34,64,0.019908116385911178,143000
pythia-160m,wikitext,halfA,real,34,256,0.0182370820668693,143000
pythia-160m,wikitext,halfA,real,34,1000,0.031825795644891124,143000
pythia-160m,wikitext,halfA,real,34,4000,0.06153846153846154,143000
pythia-160m,wikitext,halfA,real,34,16000,0.12121212121212122,143000
pythia-160m,wikitext,halfA,real,34,64000,0.17518248175182483,143000
pythia-160m,wikitext,halfA,real,34,143000,1.0,143000
pythia-160m,wikitext,halfA,real,35,0,0.013056092843326886,143000
pythia-160m,wikitext,halfA,real,35,1,0.013037180106228875,143000
pythia-160m,wikitext,halfA,real,35,4,0.012481997119539127,143000
pythia-160m,wikitext,halfA,real,35,16,0.012455516014234875,143000
pythia-160m,wikitext,halfA,real,35,64,0.015432098765432098,143000
pythia-160m,wikitext,halfA,real,35,256,0.019736842105263157,143000
pythia-160m,wikitext,halfA,real,35,1000,0.03156146179401993,143000
pythia-160m,wikitext,halfA,real,35,4000,0.08721804511278196,143000
pythia-160m,wikitext,halfA,real,35,16000,0.19128787878787878,143000
pythia-160m,wikitext,halfA,real,35,64000,0.31736526946107785,143000
pythia-160m,wikitext,halfA,real,35,143000,1.0,143000
pythia-160m,wikitext,halfA,real,36,0,0.013173652694610778,143000
pythia-160m,wikitext,halfA,real,36,1,0.013189448441247002,143000
pythia-160m,wikitext,halfA,real,36,4,0.012091898428053204,143000
pythia-160m,wikitext,halfA,real,36,16,0.012690355329949238,143000
pythia-160m,wikitext,halfA,real,36,64,0.020442930153321975,143000
pythia-160m,wikitext,halfA,real,36,256,0.012702078521939953,143000
pythia-160m,wikitext,halfA,real,36,1000,0.028688524590163935,143000
pythia-160m,wikitext,halfA,real,36,4000,0.05272727272727273,143000
pythia-160m,wikitext,halfA,real,36,16000,0.1546875,143000
pythia-160m,wikitext,halfA,real,36,64000,0.2929824561403509,143000
pythia-160m,wikitext,halfA,real,36,143000,1.0,143000
pythia-160m,wikitext,halfA,real,37,0,0.013480392156862746,143000
pythia-160m,wikitext,halfA,real,37,1,0.013398294762484775,143000
pythia-160m,wikitext,halfA,real,37,4,0.011015911872705019,143000
pythia-160m,wikitext,halfA,real,37,16,0.01297016861219196,143000
pythia-160m,wikitext,halfA,real,37,64,0.015256588072122053,143000
