step,domain,key,tree,measure,value
1000,tldr17,halfA,null,selectivity_prefers_function_word,0.19
1000,tldr17,halfA,null,selectivity_prefers_content_word,0.52
1000,tldr17,halfA,null,selectivity_prefers_continuation,0.2
1000,tldr17,halfA,null,selectivity_prefers_other,0.02
1000,tldr17,halfB,real,selectivity_coherence_median,0.49036350271622214
1000,tldr17,halfB,real,selectivity_frac_coherent,0.46
1000,tldr17,halfB,real,selectivity_prefers_whitespace,0.08
1000,tldr17,halfB,real,selectivity_prefers_punctuation,0.14
1000,tldr17,halfB,real,selectivity_prefers_digit,0.04
1000,tldr17,halfB,real,selectivity_prefers_function_word,0.16
1000,tldr17,halfB,real,selectivity_prefers_content_word,0.23
1000,tldr17,halfB,real,selectivity_prefers_continuation,0.17
1000,tldr17,halfB,real,selectivity_prefers_other,0.18
1000,tldr17,halfB,null,selectivity_coherence_median,0.12936377542897332
1000,tldr17,halfB,null,selectivity_frac_coherent,0.0
1000,tldr17,halfB,null,selectivity_prefers_whitespace,0.02
1000,tldr17,halfB,null,selectivity_prefers_punctuation,0.01
1000,tldr17,halfB,null,selectivity_prefers_digit,0.19
1000,tldr17,halfB,null,selectivity_prefers_function_word,0.1
1000,tldr17,halfB,null,selectivity_prefers_content_word,0.45
1000,tldr17,halfB,null,selectivity_prefers_continuation,0.21
1000,tldr17,halfB,null,selectivity_prefers_other,0.02
1000,wikitext,halfA,real,selectivity_coherence_median,0.4339668928990652
1000,wikitext,halfA,real,selectivity_frac_coherent,0.35
1000,wikitext,halfA,real,selectivity_prefers_whitespace,0.04
1000,wikitext,halfA,real,selectivity_prefers_punctuation,0.23
1000,wikitext,halfA,real,selectivity_prefers_digit,0.1
1000,wikitext,halfA,real,selectivity_prefers_function_word,0.18
1000,wikitext,halfA,real,selectivity_prefers_content_word,0.25
1000,wikitext,halfA,real,selectivity_prefers_continuation,0.17
1000,wikitext,halfA,real,selectivity_prefers_other,0.03
1000,wikitext,halfA,null,selectivity_coherence_median,0.16264016913057144
1000,wikitext,halfA,null,selectivity_frac_coherent,0.0
1000,wikitext,halfA,null,selectivity_prefers_whitespace,0.01
1000,wikitext,halfA,null,selectivity_prefers_punctuation,0.04
1000,wikitext,halfA,null,selectivity_prefers_digit,0.17
1000,wikitext,halfA,null,selectivity_prefers_function_word,0.18
1000,wikitext,halfA,null,selectivity_prefers_content_word,0.57
1000,wikitext,halfA,null,selectivity_prefers_continuation,0.02
1000,wikitext,halfA,null,selectivity_prefers_other,0.01
1000,wikitext,halfB,real,selectivity_coherence_median,0.45185281282599665
1000,wikitext,halfB,real,selectivity_frac_coherent,0.4
1000,wikitext,halfB,real,selectivity_prefers_whitespace,0.05
1000,wikitext,halfB,real,selectivity_prefers_punctuation,0.23
1000,wikitext,halfB,real,selectivity_prefers_digit,0.09
1000,wikitext,halfB,real,selectivity_prefers_function_word,0.18
1000,wikitext,halfB,real,selectivity_prefers_content_word,0.21
1000,wikitext,halfB,real,selectivity_prefers_continuation,0.11
1000,wikitext,halfB,real,selectivity_prefers_other,0.13
1000,wikitext,halfB,null,selectivity_coherence_median,0.18180688218035618
1000,wikitext,halfB,null,selectivity_frac_coherent,0.0
1000,wikitext,halfB,null,selectivity_prefers_whitespace,0.0
1000,wikitext,halfB,null,selectivity_prefers_punctuation,0.02
1000,wikitext,halfB,null,selectivity_prefers_digit,0.14
1000,wikitext,halfB,null,selectivity_prefers_function_word,0.23
1000,wikitext,halfB,null,selectivity_prefers_content_word,0.46
1000,wikitext,halfB,null,selectivity_prefers_continuation,0.04
1000,wikitext,halfB,null,selectivity_prefers_other,0.11
143000,agnews,halfA,real,selectivity_coherence_median,0.46956646365289734
143000,agnews,halfA,real,selectivity_frac_coherent,0.45
143000,agnews,halfA,real,selectivity_prefers_whitespace,0.03
143000,agnews,halfA,real,selectivity_prefers_punctuation,0.2
143000,agnews,halfA,real,selectivity_prefers_digit,0.15
143000,agnews,halfA,real,selectivity_prefers_function_word,0.18
143000,agnews,halfA,real,selectivity_prefers_content_word,0.14
143000,agnews,halfA,real,selectivity_prefers_continuation,0.2
143000,agnews,halfA,real,selectivity_prefers_other,0.1
143000,agnews,halfA,null,selectivity_coherence_median,0.25781978631335617
143000,agnews,halfA,null,selectivity_frac_coherent,0.02
143000,agnews,halfA,null,selectivity_prefers_whitespace,0.0
143000,agnews,halfA,null,selectivity_prefers_punctuation,0.1
143000,agnews,halfA,null,selectivity_prefers_digit,0.12
143000,agnews,halfA,null,selectivity_prefers_function_word,0.36
143000,agnews,halfA,null,selectivity_prefers_content_word,0.05
143000,agnews,halfA,null,selectivity_prefers_continuation,0.31
143000,agnews,halfA,null,selectivity_prefers_other,0.06
143000,agnews,halfB,real,selectivity_coherence_median,0.46541766157149145
143000,agnews,halfB,real,selectivity_frac_coherent,0.47
143000,agnews,halfB,real,selectivity_prefers_whitespace,0.03
143000,agnews,halfB,real,selectivity_prefers_punctuation,0.18
143000,agnews,halfB,real,selectivity_prefers_digit,0.12
143000,agnews,halfB,real,selectivity_prefers_function_word,0.2
143000,agnews,halfB,real,selectivity_prefers_content_word,0.14
143000,agnews,halfB,real,selectivity_prefers_continuation,0.23
143000,agnews,halfB,real,selectivity_prefers_other,0.1
143000,agnews,halfB,null,selectivity_coherence_median,0.25164412027275274
143000,agnews,halfB,null,selectivity_frac_coherent,0.04
143000,agnews,halfB,null,selectivity_prefers_whitespace,0.0
143000,agnews,halfB,null,selectivity_prefers_punctuation,0.12
143000,agnews,halfB,null,selectivity_prefers_digit,0.09
143000,agnews,halfB,null,selectivity_prefers_function_word,0.48
143000,agnews,halfB,null,selectivity_prefers_content_word,0.01
143000,agnews,halfB,null,selectivity_prefers_continuation,0.27
143000,agnews,halfB,null,selectivity_prefers_other,0.03
143000,bookcorpus,halfA,real,selectivity_coherence_median,0.42299707488568483
143000,bookcorpus,halfA,real,selectivity_frac_coherent,0.25
143000,bookcorpus,halfA,real,selectivity_prefers_whitespace,0.0
143000,bookcorpus,halfA,real,selectivity_prefers_punctuation,0.14
143000,bookcorpus,halfA,real,selectivity_prefers_digit,0.06
143000,bookcorpus,halfA,real,selectivity_prefers_function_word,0.32
143000,bookcorpus,halfA,real,selectivity_prefers_content_word,0.22
143000,bookcorpus,halfA,real,selectivity_prefers_continuation,0.2
143000,bookcorpus,halfA,real,selectivity_prefers_other,0.06
143000,bookcorpus,halfA,null,selectivity_coherence_median,0.24208874920236917
143000,bookcorpus,halfA,null,selectivity_frac_coherent,0.01
143000,bookcorpus,halfA,null,selectivity_prefers_whitespace,0.0
143000,bookcorpus,halfA,null,selectivity_prefers_punctuation,0.18
143000,bookcorpus,halfA,null,selectivity_prefers_digit,0.07
143000,bookcorpus,halfA,null,selectivity_prefers_function_word,0.4
143000,bookcorpus,halfA,null,selectivity_prefers_content_word,0.14
143000,bookcorpus,halfA,null,selectivity_prefers_continuation,0.18
143000,bookcorpus,halfA,null,selectivity_prefers_other,0.03
143000,bookcorpus,halfB,real,selectivity_coherence_median,0.42715271187081527
143000,bookcorpus,halfB,real,selectivity_frac_coherent,0.24
143000,bookcorpus,halfB,real,selectivity_prefers_whitespace,0.0
143000,bookcorpus,halfB,real,selectivity_prefers_punctuation,0.16
143000,bookcorpus,halfB,real,selectivity_prefers_digit,0.05
143000,bookcorpus,halfB,real,selectivity_prefers_function_word,0.32
143000,bookcorpus,halfB,real,selectivity_prefers_content_word,0.24
143000,bookcorpus,halfB,real,selectivity_prefers_continuation,0.17
143000,bookcorpus,halfB,real,selectivity_prefers_other,0.06
143000,bookcorpus,halfB,null,selectivity_coherence_median,0.24357448101193074
143000,bookcorpus,halfB,null,selectivity_frac_coherent,0.0
143000,bookcorpus,halfB,null,selectivity_prefers_whitespace,0.0
143000,bookcorpus,halfB,null,selectivity_prefers_punctuation,0.14
143000,bookcorpus,halfB,null,selectivity_prefers_digit,0.08
143000,bookcorpus,halfB,null,selectivity_prefers_function_word,0.42
143000,bookcorpus,halfB,null,selectivity_prefers_content_word,0.17
143000,bookcorpus,halfB,null,selectivity_prefers_continuation,0.16
143000,bookcorpus,halfB,null,selectivity_prefers_other,0.03
143000,tldr17,halfA,real,selectivity_coherence_median,0.4956603608668527
143000,tldr17,halfA,real,selectivity_frac_coherent,0.48
143000,tldr17,halfA,real,selectivity_prefers_whitespace,0.05
143000,tldr17,halfA,real,selectivity_prefers_punctuation,0.14
143000,tldr17,halfA,real,selectivity_prefers_digit,0.11
143000,tldr17,halfA,real,selectivity_prefers_function_word,0.14
143000,tldr17,halfA,real,selectivity_prefers_content_word,0.14
143000,tldr17,halfA,real,selectivity_prefers_continuation,0.19
143000,tldr17,halfA,real,selectivity_prefers_other,0.23
143000,tldr17,halfA,null,selectivity_coherence_median,0.23472585353750586
143000,tldr17,halfA,null,selectivity_frac_coherent,0.0
143000,tldr17,halfA,null,selectivity_prefers_whitespace,0.0
143000,tldr17,halfA,null,selectivity_prefers_punctuation,0.05
143000,tldr17,halfA,null,selectivity_prefers_digit,0.15
143000,tldr17,halfA,null,selectivity_prefers_function_word,0.12
143000,tldr17,halfA,null,selectivity_prefers_content_word,0.06
143000,tldr17,halfA,null,selectivity_prefers_continuation,0.28
143000,tldr17,halfA,null,selectivity_prefers_other,0.34
143000,tldr17,halfB,real,selectivity_coherence_median,0.4726325942913352
143000,tldr17,halfB,real,selectivity_frac_coherent,0.46
143000,tldr17,halfB,real,selectivity_prefers_whitespace,0.04
143000,tldr17,halfB,real,selectivity_prefers_punctuation,0.15
143000,tldr17,halfB,real,selectivity_prefers_digit,0.1
143000,tldr17,halfB,real,selectivity_prefers_function_word,0.13
143000,tldr17,halfB,real,selectivity_prefers_content_word,0.13
143000,tldr17,halfB,real,selectivity_prefers_continuation,0.22
143000,tldr17,halfB,real,selectivity_prefers_other,0.23
143000,tldr17,halfB,null,selectivity_coherence_median,0.2416684546215313
143000,tldr17,halfB,null,selectivity_frac_coherent,0.0
143000,tldr17,halfB,null,selectivity_prefers_whitespace,0.01
143000,tldr17,halfB,null,selectivity_prefers_punctuation,0.04
143000,tldr17,halfB,null,selectivity_prefers_digit,0.24
143000,tldr17,halfB,null,selectivity_prefers_function_word,0.06
143000,tldr17,halfB,null,selectivity_prefers_content_word,0.05
143000,tldr17,halfB,null,selectivity_prefers_continuation,0.26
143000,tldr17,halfB,null,selectivity_prefers_other,0.34
143000,wikitext,halfA,real,selectivity_coherence_median,0.48414000844450544
143000,wikitext,halfA,real,selectivity_frac_coherent,0.43
143000,wikitext,halfA,real,selectivity_prefers_whitespace,0.08
143000,wikitext,halfA,real,selectivity_prefers_punctuation,0.15
143000,wikitext,halfA,real,selectivity_prefers_digit,0.09
143000,wikitext,halfA,real,selectivity_prefers_function_word,0.28
143000,wikitext,halfA,real,selectivity_prefers_content_word,0.15
143000,wikitext,halfA,real,selectivity_prefers_continuation,0.22
143000,wikitext,halfA,real,selectivity_prefers_other,0.03
143000,wikitext,halfA,null,selectivity_coherence_median,0.2338969085945074
143000,wikitext,halfA,null,selectivity_frac_coherent,0.02
143000,wikitext,halfA,null,selectivity_prefers_whitespace,0.04
143000,wikitext,halfA,null,selectivity_prefers_punctuation,0.04
143000,wikitext,halfA,null,selectivity_prefers_digit,0.05
143000,wikitext,halfA,null,selectivity_prefers_function_word,0.54
143000,wikitext,halfA,null,selectivity_prefers_content_word,0.01
143000,wikitext,halfA,null,selectivity_prefers_continuation,0.3
143000,wikitext,halfA,null,selectivity_prefers_other,0.02
143000,wikitext,halfB,real,selectivity_coherence_median,0.4994247752878181
143000,wikitext,halfB,real,selectivity_frac_coherent,0.5
143000,wikitext,halfB,real,selectivity_prefers_whitespace,0.07
143000,wikitext,halfB,real,selectivity_prefers_punctuation,0.15
143000,wikitext,halfB,real,selectivity_prefers_digit,0.11
143000,wikitext,halfB,real,selectivity_prefers_function_word,0.25
143000,wikitext,halfB,real,selectivity_prefers_content_word,0.15
143000,wikitext,halfB,real,selectivity_prefers_continuation,0.22
143000,wikitext,halfB,real,selectivity_prefers_other,0.05
143000,wikitext,halfB,null,selectivity_coherence_median,0.27925597526459434
143000,wikitext,halfB,null,selectivity_frac_coherent,0.0
143000,wikitext,halfB,null,selectivity_prefers_whitespace,0.07
143000,wikitext,halfB,null,selectivity_prefers_punctuation,0.02
143000,wikitext,halfB,null,selectivity_prefers_digit,0.09
143000,wikitext,halfB,null,selectivity_prefers_function_word,0.49
143000,wikitext,halfB,null,selectivity_prefers_content_word,0.03
143000,wikitext,halfB,null,selectivity_prefers_continuation,0.25
143000,wikitext,halfB,null,selectivity_prefers_other,0.05
16000,agnews,halfA,real,selectivity_coherence_median,0.47364630390997925
16000,agnews,halfA,real,selectivity_frac_coherent,0.44
16000,agnews,halfA,real,selectivity_prefers_whitespace,0.02
16000,agnews,halfA,real,selectivity_prefers_punctuation,0.17
16000,agnews,halfA,real,selectivity_prefers_digit,0.08
16000,agnews,halfA,real,selectivity_prefers_function_word,0.2
16000,agnews,halfA,real,selectivity_prefers_content_word,0.19
16000,agnews,halfA,real,selectivity_prefers_continuation,0.26
16000,agnews,halfA,real,selectivity_prefers_other,0.08
16000,agnews,halfA,null,selectivity_coherence_median,0.27993008689508714
16000,agnews,halfA,null,selectivity_frac_coherent,0.01
16000,agnews,halfA,null,selectivity_prefers_whitespace,0.0
16000,agnews,halfA,null,selectivity_prefers_punctuation,0.01
16000,agnews,halfA,null,selectivity_prefers_digit,0.07
16000,agnews,halfA,null,selectivity_prefers_function_word,0.12
16000,agnews,halfA,null,selectivity_prefers_content_word,0.23
16000,agnews,halfA,null,selectivity_prefers_continuation,0.46
16000,agnews,halfA,null,selectivity_prefers_other,0.11
