model,domain,task,bos,n_total,n_aligned,clean_accuracy,corrupted_accuracy,both_correct_accuracy,n_both_correct,clean_baseline,corrupted_baseline,passes,base,is_bos,m
Qwen/Qwen3.5-4B,Lan,det_noun_agreement_with_adjective_bos,1,1100,1100,0.9081818181818182,0.7818181818181819,0.6918181818181818,761,3.3446348825672767,-3.307540975794999,1,det_noun_agreement_with_adjective,True,q35-4
Qwen/Qwen3.5-4B,Lan,subject_verb_agreement_bos,1,1100,1095,0.9579908675799088,0.8639269406392694,0.8273972602739726,906,4.347268702639123,-4.118046826216296,1,subject_verb_agreement,True,q35-4
Qwen/Qwen3.5-4B,Lan,npi_bos,1,304,304,0.9835526315789472,0.9835526315789472,0.9671052631578948,294,3.3274358967129065,-3.3186053518129857,1,npi,True,q35-4
Qwen/Qwen3.5-4B,Lan,hypernymy_bos,1,577,556,0.9568345323741008,0.960431654676259,0.9172661870503596,510,7.518423287073771,-7.425247665947559,1,hypernymy,True,q35-4
Qwen/Qwen3.5-4B,Lan,wug_bos,1,2664,2572,0.942457231726283,0.942457231726283,0.8919129082426127,2294,4.021830974034571,-4.021830974034571,1,wug,True,q35-4
Qwen/Qwen3.5-4B,MD,logic_syllogism_1,0,1000,1000,0.962,0.961,0.923,923,2.309492751783192,-2.3320513335218047,1,logic_syllogism_1,False,q35-4
Qwen/Qwen3.5-4B,MD,logic_syllogism_symbolic,0,1000,1000,0.968,0.972,0.942,942,3.064858881211044,-3.078183325112604,1,logic_syllogism_symbolic,False,q35-4
Qwen/Qwen3.5-4B,MD,logic_propositional_1,0,1000,1000,0.499,0.555,0.054,54,2.915096829079428,-1.9472684764165291,0,logic_propositional_1,False,q35-4
Qwen/Qwen3.5-4B,MD,logic_propositional_symbolic,0,1000,1000,0.828,0.802,0.734,734,3.2399342148724948,-3.388493139249506,1,logic_propositional_symbolic,False,q35-4
Qwen/Qwen3.5-4B,MD,number_sequence,0,946,325,0.6707692307692308,0.7138461538461538,0.4184615384615384,136,2.284653039539561,-2.3672082774779377,0,number_sequence,False,q35-4
Qwen/Qwen3.5-4B,MD,add_sub_2op_verbal,0,1000,986,0.9391480730223124,0.9371196754563894,0.8762677484787018,864,6.627640562834805,-6.713410455517954,1,add_sub_2op_verbal,False,q35-4
Qwen/Qwen3.5-4B,MD,add_sub_2op_symbolic,0,1000,1000,0.997,1.0,0.997,997,11.378399988212047,-11.365521913050808,1,add_sub_2op_symbolic,False,q35-4
Qwen/Qwen3.5-4B,MD,add_sub_3op_verbal,0,1000,977,0.8167860798362334,0.7963152507676561,0.6223132036847492,608,3.108385628383411,-3.060619511494511,1,add_sub_3op_verbal,False,q35-4
Qwen/Qwen3.5-4B,MD,add_sub_3op_symbolic,0,1000,1000,0.983,0.986,0.969,969,8.536875658940094,-8.350429973986012,1,add_sub_3op_symbolic,False,q35-4
Qwen/Qwen3.5-4B,MD,mul_div_2op_verbal,0,1000,840,0.8630952380952381,0.8761904761904762,0.7654761904761904,643,6.513407498320006,-6.538824018513897,1,mul_div_2op_verbal,False,q35-4
Qwen/Qwen3.5-4B,MD,mul_div_2op_symbolic,0,1000,979,0.9846782431052092,0.9867211440245148,0.9734422880490295,953,11.034851800029742,-10.987273973708064,1,mul_div_2op_symbolic,False,q35-4
Qwen/Qwen3.5-4B,MD,mul_div_3op_verbal,0,1000,992,0.5887096774193549,0.626008064516129,0.2459677419354838,244,2.0183368962807733,-2.271150526453237,0,mul_div_3op_verbal,False,q35-4
Qwen/Qwen3.5-4B,MD,mul_div_3op_symbolic,0,1000,1000,0.959,0.951,0.912,912,5.758964627163215,-6.026333317194306,1,mul_div_3op_symbolic,False,q35-4
Qwen/Qwen3.5-4B,MD,simple_equation,0,995,906,0.6920529801324503,0.7207505518763797,0.4525386313465783,410,3.199107435113955,-3.1188965049822155,0,simple_equation,False,q35-4
Qwen/Qwen3.5-4B,MD,number_sorting,0,1000,1000,0.999,0.999,0.999,999,8.930850337668732,-8.820506875560776,1,number_sorting,False,q35-4
Qwen/Qwen3.5-4B,MD,code_conditional,0,1000,1000,0.999,0.999,0.998,998,4.395275322285426,-4.359681593942086,1,code_conditional,False,q35-4
Qwen/Qwen3.5-4B,MD,code_loop,0,1000,1000,0.912,0.912,0.83,830,7.692849876560237,-7.516645864158005,1,code_loop,False,q35-4
Qwen/Qwen3.5-4B,MD,code_list,0,1000,1000,0.996,0.993,0.989,989,5.982236933217151,-5.979947915996864,1,code_list,False,q35-4
Qwen/Qwen3.5-4B,MD,code_A,0,1000,1000,0.951,0.947,0.904,904,8.178630377783529,-8.12050346052947,1,code_A,False,q35-4
Qwen/Qwen3.5-4B,MD,code_B,0,1000,1000,0.938,0.941,0.879,879,5.371522293486887,-5.416682551681823,1,code_B,False,q35-4
Qwen/Qwen3.5-4B,phys,phys_newton,0,1000,1000,0.868,0.878,0.759,759,2.349234737236972,-2.4719007631270085,1,phys_newton,False,q35-4
Qwen/Qwen3.5-4B,phys,phys_prost,0,1200,1200,0.925,0.9191666666666668,0.85,1020,5.745403308379943,-5.785563721655418,1,phys_prost,False,q35-4
Qwen/Qwen3.5-4B,phys,physics_buoyancy,0,1000,1000,0.818,0.808,0.639,639,2.287810121157173,-2.2546838294359066,1,physics_buoyancy,False,q35-4
Qwen/Qwen3.5-4B,phys,physics_brightness,0,1000,913,0.8400876232201533,0.8269441401971522,0.6670317634173056,609,2.9780085927551405,-3.2620983475143297,1,physics_brightness,False,q35-4
Qwen/Qwen3.5-4B,phys,physics_elasticity,0,1000,820,0.9829268292682928,0.9792682926829268,0.9621951219512196,789,5.094951376904402,-5.219433924771081,1,physics_elasticity,False,q35-4
Qwen/Qwen3.5-4B,phys,physics_solubility,0,1000,964,0.9367219917012448,0.9522821576763484,0.8890041493775933,857,5.6935013117423,-5.9391778295418485,1,physics_solubility,False,q35-4
Qwen/Qwen3.5-4B,phys,physics_speed,0,1000,859,0.8928987194412107,0.8882421420256111,0.7846332945285215,674,3.8374058498008847,-4.006795255561257,1,physics_speed,False,q35-4
Qwen/Qwen3.5-4B,phys,physics_stability,0,1000,987,0.8520770010131712,0.8611955420466059,0.7264437689969605,717,5.100179594597225,-5.099214597289532,1,physics_stability,False,q35-4
Qwen/Qwen3.5-4B,phys,physics_temperature,0,1000,837,0.994026284348865,0.991636798088411,0.985663082437276,825,7.416129573348797,-7.500507946556264,1,physics_temperature,False,q35-4
Qwen/Qwen3.5-4B,ToM,agent,0,945,945,0.8021164021164021,0.8042328042328042,0.6529100529100529,617,3.802503548333093,-4.266694607185969,1,agent,False,q35-4
Qwen/Qwen3.5-4B,ToM,social_interactions,0,204,204,0.9509803921568628,0.8088235294117647,0.7598039215686274,155,5.43187452131702,-6.269714432377969,1,social_interactions,False,q35-4
Qwen/Qwen3.5-4B,ToM,social_relations,0,288,288,0.7569444444444444,0.7881944444444444,0.5729166666666666,165,4.55661083279234,-4.516875899921764,0,social_relations,False,q35-4
Qwen/Qwen3.5-4B,ToM,desires_goals,0,1080,1080,0.887962962962963,0.8,0.687962962962963,743,5.646472996369024,-6.11646345454302,1,desires_goals,False,q35-4
Qwen/Qwen3.5-4B,ToM,primary_emotions,0,1295,1295,0.9111969111969112,0.8617760617760618,0.772972972972973,1001,5.859809439618152,-6.557142340577208,1,primary_emotions,False,q35-4
Qwen/Qwen3.5-4B,ToM,secondary_emotions,0,1600,1600,0.744375,0.855,0.599375,959,6.441998895191674,-5.392333125670336,0,secondary_emotions,False,q35-4
Qwen/Qwen3.5-4B,ToM,emotion_fewshot,0,2000,1994,0.9829488465396188,0.9914744232698094,0.9744232698094284,1943,5.375550291722912,-5.39593255943971,1,emotion_fewshot,False,q35-4
Qwen/Qwen3.5-4B,ToM,norm_appropriate,0,2000,2000,0.9745,0.976,0.9505,1901,5.895432713657602,-5.879904032486448,1,norm_appropriate,False,q35-4
Qwen/Qwen3.5-4B,ToM,norm_moral,0,2000,2000,0.952,0.948,0.9015,1803,5.516569242862798,-5.610907539832744,1,norm_moral,False,q35-4
Qwen/Qwen3.5-2B,Lan,anaphor_gender_agreement_bos,1,1100,1086,0.994475138121547,1.0,0.994475138121547,1080,3.521704626304132,-3.604070249034298,1,anaphor_gender_agreement,True,q35-2
Qwen/Qwen3.5-2B,Lan,det_noun_agreement_irregular_bos,1,932,932,0.9141630901287554,0.9120171673819742,0.8261802575107297,770,3.3693500582273903,-3.495396053171777,1,det_noun_agreement_irregular,True,q35-2
Qwen/Qwen3.5-2B,Lan,det_noun_agreement_regular_bos,1,1100,1100,0.9354545454545454,0.9390909090909092,0.8745454545454545,962,3.824058928509512,-3.7096230789182583,1,det_noun_agreement_regular,True,q35-2
Qwen/Qwen3.5-2B,Lan,det_noun_agreement_with_adjective_bos,1,1100,1100,0.9181818181818182,0.7890909090909091,0.7109090909090909,782,3.5187764436082767,-3.3859363474199533,1,det_noun_agreement_with_adjective,True,q35-2
Qwen/Qwen3.5-2B,Lan,subject_verb_agreement_bos,1,1100,1095,0.954337899543379,0.8712328767123287,0.8264840182648402,905,4.326620042653373,-4.188277381954931,1,subject_verb_agreement,True,q35-2
Qwen/Qwen3.5-2B,Lan,npi_bos,1,304,304,0.9901315789473684,0.9703947368421052,0.9605263157894736,292,3.228709207618073,-3.2289552188491166,1,npi,True,q35-2
Qwen/Qwen3.5-2B,Lan,hypernymy_bos,1,577,556,0.9532374100719424,0.935251798561151,0.8884892086330936,494,7.186806414412101,-7.1248414542993554,1,hypernymy,True,q35-2
Qwen/Qwen3.5-2B,Lan,wug_bos,1,2664,2572,0.854199066874028,0.854199066874028,0.7418351477449455,1908,2.7753788132466823,-2.7753788132466823,1,wug,True,q35-2
Qwen/Qwen3.5-2B,MD,logic_syllogism_1,0,1000,1000,0.889,0.896,0.785,785,1.9028345897384464,-1.9557227009320095,1,logic_syllogism_1,False,q35-2
Qwen/Qwen3.5-2B,MD,logic_syllogism_symbolic,0,1000,1000,0.585,0.615,0.251,251,1.102198382416569,-1.1473212848859005,0,logic_syllogism_symbolic,False,q35-2
Qwen/Qwen3.5-2B,MD,logic_propositional_1,0,1000,1000,0.516,0.562,0.078,78,0.7525938808535918,-0.8077256387242904,0,logic_propositional_1,False,q35-2
Qwen/Qwen3.5-2B,MD,logic_propositional_symbolic,0,1000,1000,0.574,0.601,0.181,181,0.8427871382944492,-0.8146810914436098,0,logic_propositional_symbolic,False,q35-2
Qwen/Qwen3.5-2B,MD,number_sequence,0,946,325,0.2276923076923077,0.2984615384615384,0.0215384615384615,7,0.9725054332188198,-0.8860816955566406,0,number_sequence,False,q35-2
Qwen/Qwen3.5-2B,MD,add_sub_2op_verbal,0,1000,986,0.8204868154158215,0.8377281947261663,0.6724137931034483,663,4.8763413350147,-4.7685830100449325,1,add_sub_2op_verbal,False,q35-2
Qwen/Qwen3.5-2B,MD,add_sub_2op_symbolic,0,1000,1000,0.978,0.987,0.966,966,8.59071751118601,-8.45429585700928,1,add_sub_2op_symbolic,False,q35-2
Qwen/Qwen3.5-2B,MD,add_sub_3op_verbal,0,1000,977,0.5916069600818833,0.6182190378710338,0.2538382804503582,248,1.3676583882301083,-1.2799242619545228,0,add_sub_3op_verbal,False,q35-2
Qwen/Qwen3.5-2B,MD,add_sub_3op_symbolic,0,1000,1000,0.909,0.9,0.824,824,4.543135420211311,-4.447273129868565,1,add_sub_3op_symbolic,False,q35-2
Qwen/Qwen3.5-2B,MD,mul_div_2op_verbal,0,1000,840,0.6226190476190476,0.6071428571428571,0.3178571428571428,267,2.4514572004253945,-2.3706397349468333,0,mul_div_2op_verbal,False,q35-2
Qwen/Qwen3.5-2B,MD,mul_div_2op_symbolic,0,1000,979,0.906026557711951,0.8896833503575077,0.8212461695607763,804,6.380171042728001,-6.401960443950893,1,mul_div_2op_symbolic,False,q35-2
Qwen/Qwen3.5-2B,MD,mul_div_3op_verbal,0,1000,992,0.4929435483870967,0.5262096774193549,0.0625,62,0.7252727093235138,-0.8493593585106635,0,mul_div_3op_verbal,False,q35-2
Qwen/Qwen3.5-2B,MD,mul_div_3op_symbolic,0,1000,1000,0.678,0.639,0.352,352,1.7906446846371349,-1.8675406141714617,0,mul_div_3op_symbolic,False,q35-2
Qwen/Qwen3.5-2B,MD,simple_equation,0,995,906,0.5849889624724062,0.5706401766004415,0.2284768211920529,207,1.6044410628397108,-1.5627740001044987,0,simple_equation,False,q35-2
Qwen/Qwen3.5-2B,MD,number_sorting,0,1000,1000,0.915,0.925,0.841,841,4.409862813676013,-4.3621042587314856,1,number_sorting,False,q35-2
Qwen/Qwen3.5-2B,MD,code_conditional,0,1000,1000,0.938,0.944,0.883,883,3.048822925634901,-2.986708795045063,1,code_conditional,False,q35-2
Qwen/Qwen3.5-2B,MD,code_loop,0,1000,1000,0.76,0.719,0.489,489,1.8694820987910088,-1.9208861139654383,0,code_loop,False,q35-2
Qwen/Qwen3.5-2B,MD,code_list,0,1000,1000,0.975,0.978,0.953,953,6.022915143629826,-5.99194647692021,1,code_list,False,q35-2
Qwen/Qwen3.5-2B,MD,code_A,0,1000,1000,0.825,0.805,0.639,639,5.081058512990141,-5.201461035425954,1,code_A,False,q35-2
Qwen/Qwen3.5-2B,MD,code_B,0,1000,1000,0.782,0.783,0.695,695,5.3200515036312055,-5.354019023044196,1,code_B,False,q35-2
Qwen/Qwen3.5-2B,phys,phys_newton,0,1000,1000,0.857,0.882,0.739,739,2.453577797997274,-2.5381581820925656,1,phys_newton,False,q35-2
Qwen/Qwen3.5-2B,phys,phys_prost,0,1200,1200,0.9508333333333332,0.9391666666666668,0.89,1068,3.528356106251597,-3.566139452202134,1,phys_prost,False,q35-2
Qwen/Qwen3.5-2B,phys,physics_buoyancy,0,1000,1000,0.67,0.656,0.382,382,1.901776241382379,-1.914979651960403,0,physics_buoyancy,False,q35-2
Qwen/Qwen3.5-2B,phys,physics_brightness,0,1000,913,0.8170865279299014,0.823658269441402,0.6407447973713034,585,1.3083119894958968,-1.3563983759054772,1,physics_brightness,False,q35-2
Qwen/Qwen3.5-2B,phys,physics_elasticity,0,1000,820,0.6134146341463415,0.6073170731707317,0.2207317073170731,181,1.6096848861947244,-1.5872706583191676,0,physics_elasticity,False,q35-2
Qwen/Qwen3.5-2B,phys,physics_solubility,0,1000,964,0.8952282157676349,0.908713692946058,0.8049792531120332,776,2.98844931604936,-2.943531880673674,1,physics_solubility,False,q35-2
Qwen/Qwen3.5-2B,phys,physics_speed,0,1000,859,0.7532013969732246,0.7473806752037253,0.5285215366705471,454,1.371795724207609,-1.345179248223746,0,physics_speed,False,q35-2
Qwen/Qwen3.5-2B,phys,physics_stability,0,1000,987,0.6656534954407295,0.668693009118541,0.3799392097264438,375,2.185203964710236,-2.026172640124957,0,physics_stability,False,q35-2
Qwen/Qwen3.5-2B,phys,physics_temperature,0,1000,837,0.8303464755077659,0.8422939068100358,0.6750298685782556,565,2.508942603009992,-2.5101041728416376,1,physics_temperature,False,q35-2
Qwen/Qwen3.5-2B,ToM,agent,0,945,945,0.7174603174603175,0.6391534391534391,0.4476190476190476,423,2.1585899628082346,-1.839984793471388,0,agent,False,q35-2
Qwen/Qwen3.5-2B,ToM,social_interactions,0,204,204,0.8676470588235294,0.7990196078431373,0.6666666666666666,136,3.084044012953253,-3.3437271889518287,1,social_interactions,False,q35-2
Qwen/Qwen3.5-2B,ToM,social_relations,0,288,288,0.7222222222222222,0.6388888888888888,0.3645833333333333,105,2.6157179968697686,-1.342405012675694,0,social_relations,False,q35-2
Qwen/Qwen3.5-2B,ToM,desires_goals,0,1080,1080,0.8555555555555555,0.7462962962962963,0.6018518518518519,650,5.059657926559448,-7.293454431387095,1,desires_goals,False,q35-2
Qwen/Qwen3.5-2B,ToM,primary_emotions,0,1295,1295,0.9289575289575288,0.8231660231660232,0.7521235521235521,974,4.920313613370704,-7.382386059242108,1,primary_emotions,False,q35-2
Qwen/Qwen3.5-2B,ToM,secondary_emotions,0,1600,1600,0.796875,0.979375,0.77625,1242,6.0203838582584055,-4.682538043665617,1,secondary_emotions,False,q35-2
Qwen/Qwen3.5-2B,ToM,emotion_fewshot,0,2000,1994,0.9182547642928788,0.9202607823470412,0.8385155466399198,1672,4.353975497899159,-4.345733152996552,1,emotion_fewshot,False,q35-2
Qwen/Qwen3.5-2B,ToM,norm_appropriate,0,2000,2000,0.9075,0.9065,0.815,1630,2.965990609771635,-2.9709343529734875,1,norm_appropriate,False,q35-2
Qwen/Qwen3.5-2B,ToM,norm_moral,0,2000,2000,0.532,0.5525,0.0895,179,2.0996322871586464,-1.9354810971121548,0,norm_moral,False,q35-2
ibm-granite/granite-4.2-3b,Lan,anaphor_gender_agreement_bos,1,1100,1098,0.96448087431694,0.9089253187613844,0.8734061930783242,959,2.0644710013590464,-2.048718178048497,1,anaphor_gender_agreement,True,gran3
ibm-granite/granite-4.2-3b,Lan,det_noun_agreement_irregular_bos,1,932,932,0.907725321888412,0.8991416309012875,0.8068669527896996,752,3.222188312005489,-3.137795182618689,1,det_noun_agreement_irregular,True,gran3
ibm-granite/granite-4.2-3b,Lan,det_noun_agreement_regular_bos,1,1100,1100,0.9418181818181818,0.9490909090909092,0.8909090909090909,980,3.55951032419594,-3.4797069206529736,1,det_noun_agreement_regular,True,gran3
ibm-granite/granite-4.2-3b,Lan,det_noun_agreement_with_adjective_bos,1,1100,1100,0.9145454545454546,0.7681818181818182,0.6836363636363636,752,3.218148521286376,-3.034068195585241,1,det_noun_agreement_with_adjective,True,gran3
ibm-granite/granite-4.2-3b,Lan,subject_verb_agreement_bos,1,1100,1100,0.9718181818181818,0.92,0.8936363636363637,983,4.245489696156336,-3.977106151478943,1,subject_verb_agreement,True,gran3
ibm-granite/granite-4.2-3b,Lan,npi_bos,1,304,304,0.9671052631578948,0.9407894736842104,0.9078947368421052,276,2.951909376443296,-2.9982211557419403,1,npi,True,gran3
ibm-granite/granite-4.2-3b,Lan,hypernymy_bos,1,577,572,0.9597902097902098,0.93006993006993,0.8898601398601399,509,7.276088664831487,-7.465656079220163,1,hypernymy,True,gran3
ibm-granite/granite-4.2-3b,Lan,wug_bos,1,2664,2660,0.8424812030075188,0.8424812030075188,0.7090225563909774,1886,3.655075918638581,-3.655075918638581,1,wug,True,gran3
ibm-granite/granite-4.2-3b,MD,logic_syllogism_1,0,1000,1000,0.789,0.78,0.599,599,4.113489937392136,-4.343175266984466,0,logic_syllogism_1,False,gran3
ibm-granite/granite-4.2-3b,MD,logic_syllogism_symbolic,0,1000,1000,0.545,0.524,0.071,71,4.183701321445766,-4.991177507545012,0,logic_syllogism_symbolic,False,gran3
ibm-granite/granite-4.2-3b,MD,logic_propositional_1,0,1000,1000,0.518,0.554,0.076,76,4.168717835004923,-4.38734750783935,0,logic_propositional_1,False,gran3
ibm-granite/granite-4.2-3b,MD,logic_propositional_symbolic,0,1000,1000,0.884,0.867,0.788,788,4.140320425265504,-4.072161113109087,1,logic_propositional_symbolic,False,gran3
ibm-granite/granite-4.2-3b,MD,number_sequence,0,946,0,,,,0,0.0,0.0,0,number_sequence,False,gran3
ibm-granite/granite-4.2-3b,MD,add_sub_2op_verbal,0,1000,986,0.8742393509127789,0.8843813387423936,0.7657200811359026,755,10.806775973530003,-10.444545717238888,1,add_sub_2op_verbal,False,gran3
ibm-granite/granite-4.2-3b,MD,add_sub_2op_symbolic,0,1000,1000,0.996,1.0,0.996,996,13.783412876981137,-13.77438227497349,1,add_sub_2op_symbolic,False,gran3
ibm-granite/granite-4.2-3b,MD,add_sub_3op_verbal,0,1000,977,0.6755373592630501,0.6560900716479018,0.3766632548618219,368,3.9605860373248234,-4.169788934614347,0,add_sub_3op_verbal,False,gran3
ibm-granite/granite-4.2-3b,MD,add_sub_3op_symbolic,0,1000,1000,0.69,0.716,0.449,449,7.036433020718644,-7.215642760451758,0,add_sub_3op_symbolic,False,gran3
ibm-granite/granite-4.2-3b,MD,mul_div_2op_verbal,0,1000,840,0.6464285714285715,0.6678571428571428,0.3773809523809524,317,6.046823121395773,-6.1066945031614335,0,mul_div_2op_verbal,False,gran3
ibm-granite/granite-4.2-3b,MD,mul_div_2op_symbolic,0,1000,979,0.9785495403472932,0.9918283963227784,0.9703779366700716,950,16.230802837201132,-16.496167910217828,1,mul_div_2op_symbolic,False,gran3
ibm-granite/granite-4.2-3b,MD,mul_div_3op_verbal,0,1000,992,0.5272177419354839,0.5423387096774194,0.1008064516129032,100,1.7262703800201415,-1.9775034117698669,0,mul_div_3op_verbal,False,gran3
ibm-granite/granite-4.2-3b,MD,mul_div_3op_symbolic,0,1000,1000,0.636,0.667,0.338,338,3.943330291812942,-3.508345890680008,0,mul_div_3op_symbolic,False,gran3
ibm-granite/granite-4.2-3b,MD,simple_equation,0,995,995,0.4964824120603015,0.5085427135678392,0.0261306532663316,26,0.5103099162761981,-0.7366327872643104,0,simple_equation,False,gran3
ibm-granite/granite-4.2-3b,MD,number_sorting,0,1000,1000,0.997,0.997,0.995,995,17.365866082139203,-17.661890023564872,1,number_sorting,False,gran3
ibm-granite/granite-4.2-3b,MD,code_conditional,0,1000,1000,0.998,0.995,0.993,993,11.724621163523398,-11.50103927411273,1,code_conditional,False,gran3
ibm-granite/granite-4.2-3b,MD,code_loop,0,1000,1000,0.939,0.949,0.896,896,8.938943353957793,-8.877591113199907,1,code_loop,False,gran3
ibm-granite/granite-4.2-3b,MD,code_list,0,1000,1000,0.994,0.992,0.986,986,13.727591047056352,-13.757823719886405,1,code_list,False,gran3
ibm-granite/granite-4.2-3b,MD,code_A,0,1000,1000,0.935,0.939,0.883,883,12.330478551157393,-12.094882310534716,1,code_A,False,gran3
ibm-granite/granite-4.2-3b,MD,code_B,0,1000,1000,0.792,0.778,0.583,583,13.732483500299736,-12.98514316366356,0,code_B,False,gran3
ibm-granite/granite-4.2-3b,phys,phys_newton,0,1000,1000,0.882,0.903,0.79,790,11.893120860193628,-11.809641565009075,1,phys_newton,False,gran3
ibm-granite/granite-4.2-3b,phys,phys_prost,0,1200,1200,0.9183333333333332,0.9275,0.8483333333333334,1018,12.764030877108889,-13.044039779264264,1,phys_prost,False,gran3
ibm-granite/granite-4.2-3b,phys,physics_buoyancy,0,1000,1000,0.525,0.523,0.1,100,1.2711564528942108,-1.1799564695358276,0,physics_buoyancy,False,gran3
ibm-granite/granite-4.2-3b,phys,physics_brightness,0,1000,888,0.6576576576576577,0.6722972972972973,0.3333333333333333,296,2.209554196121423,-2.2539493930589005,0,physics_brightness,False,gran3
ibm-granite/granite-4.2-3b,phys,physics_elasticity,0,1000,770,0.874025974025974,0.9,0.7792207792207793,600,2.512746654053529,-2.6645164852341017,1,physics_elasticity,False,gran3
ibm-granite/granite-4.2-3b,phys,physics_solubility,0,1000,958,0.6680584551148225,0.6691022964509394,0.3423799582463465,328,2.399772211909294,-2.631022114670132,0,physics_solubility,False,gran3
ibm-granite/granite-4.2-3b,phys,physics_speed,0,1000,828,0.607487922705314,0.6231884057971014,0.2463768115942029,204,1.607352511153794,-1.6774473391911562,0,physics_speed,False,gran3
ibm-granite/granite-4.2-3b,phys,physics_stability,0,1000,1000,0.509,0.514,0.023,23,2.739512648595416,-3.244753575033468,0,physics_stability,False,gran3
ibm-granite/granite-4.2-3b,phys,physics_temperature,0,1000,789,0.6958174904942965,0.7072243346007605,0.4043092522179974,319,3.2405762904933813,-3.1180790281769903,0,physics_temperature,False,gran3
ibm-granite/granite-4.2-3b,ToM,agent,0,945,945,0.7121693121693121,0.7343915343915344,0.5291005291005291,500,7.196474381923675,-6.37538828086853,0,agent,False,gran3
ibm-granite/granite-4.2-3b,ToM,social_interactions,0,204,204,0.7794117647058824,0.8823529411764706,0.6617647058823529,135,7.985515401098463,-7.873841075544004,1,social_interactions,False,gran3
ibm-granite/granite-4.2-3b,ToM,social_relations,0,288,288,0.6736111111111112,0.7465277777777778,0.4722222222222222,136,5.723225231556332,-5.30162999735159,0,social_relations,False,gran3
ibm-granite/granite-4.2-3b,ToM,desires_goals,0,1080,1080,0.774074074074074,0.8425925925925926,0.6166666666666667,666,7.798157625370197,-7.29408748371823,1,desires_goals,False,gran3
ibm-granite/granite-4.2-3b,ToM,primary_emotions,0,1295,1295,0.857915057915058,0.949034749034749,0.806949806949807,1045,10.16182676251425,-15.519578558862497,1,primary_emotions,False,gran3
ibm-granite/granite-4.2-3b,ToM,secondary_emotions,0,1600,1600,0.83125,0.838125,0.669375,1071,10.987790552730544,-10.053196033955066,1,secondary_emotions,False,gran3
ibm-granite/granite-4.2-3b,ToM,emotion_fewshot,0,2000,1991,0.9753892516323456,0.9743847312908086,0.9497739829231542,1891,6.59730088541364,-6.540578187694,1,emotion_fewshot,False,gran3
ibm-granite/granite-4.2-3b,ToM,norm_appropriate,0,2000,2000,0.507,0.499,0.006,12,5.307033889306088,-4.094406322265665,0,norm_appropriate,False,gran3
ibm-granite/granite-4.2-3b,ToM,norm_moral,0,2000,2000,0.6615,0.656,0.322,644,2.0283009301616537,-2.041827038393257,0,norm_moral,False,gran3
Qwen/Qwen3-1.7B,Lan,anaphor_gender_agreement_bos,1,1100,1098,0.9936247723132968,0.994535519125683,0.98816029143898,1085,4.859695578294415,-4.360201553032145,1,anaphor_gender_agreement,True,q3-1.7
Qwen/Qwen3-1.7B,Lan,det_noun_agreement_irregular_bos,1,932,932,0.9259656652360516,0.9066523605150214,0.8336909871244635,777,2.7102894757705305,-2.7903155553294887,1,det_noun_agreement_irregular,True,q3-1.7
Qwen/Qwen3-1.7B,Lan,det_noun_agreement_regular_bos,1,1100,1100,0.9054545454545454,0.911818181818182,0.8190909090909091,901,3.1878404744325017,-3.141232583551904,1,det_noun_agreement_regular,True,q3-1.7
Qwen/Qwen3-1.7B,Lan,det_noun_agreement_with_adjective_bos,1,1100,1100,0.899090909090909,0.7781818181818182,0.6818181818181818,750,3.154112349033356,-3.1105625789960225,1,det_noun_agreement_with_adjective,True,q3-1.7
Qwen/Qwen3-1.7B,Lan,subject_verb_agreement_bos,1,1100,1100,0.9436363636363636,0.8745454545454545,0.8245454545454546,907,4.175243854719854,-3.98875517231364,1,subject_verb_agreement,True,q3-1.7
Qwen/Qwen3-1.7B,Lan,npi_bos,1,304,304,0.9736842105263158,0.9539473684210528,0.9276315789473684,282,3.2986752331151186,-3.150234375386796,1,npi,True,q3-1.7
Qwen/Qwen3-1.7B,Lan,hypernymy_bos,1,577,576,0.9565972222222222,0.9409722222222222,0.8975694444444444,517,8.236742866742542,-8.068541317947599,1,hypernymy,True,q3-1.7
Qwen/Qwen3-1.7B,Lan,wug_bos,1,2664,2660,0.774812030075188,0.774812030075188,0.5849624060150376,1556,4.422805910288509,-4.422805910288509,0,wug,True,q3-1.7
Qwen/Qwen3-1.7B,MD,logic_syllogism_1,0,1000,1000,0.819,0.794,0.613,613,11.59057497416391,-11.535682014111696,1,logic_syllogism_1,False,q3-1.7
Qwen/Qwen3-1.7B,MD,logic_syllogism_symbolic,0,1000,1000,0.679,0.672,0.472,472,2.674059687692611,-2.7068569969927982,0,logic_syllogism_symbolic,False,q3-1.7
Qwen/Qwen3-1.7B,MD,logic_propositional_1,0,1000,1000,0.483,0.526,0.009,9,15.1345931593969,-19.61715219300968,0,logic_propositional_1,False,q3-1.7
Qwen/Qwen3-1.7B,MD,logic_propositional_symbolic,0,1000,1000,0.582,0.62,0.204,204,6.130392373776903,-5.691134158302756,0,logic_propositional_symbolic,False,q3-1.7
Qwen/Qwen3-1.7B,MD,number_sequence,0,946,325,0.4584615384615385,0.4707692307692308,0.08,26,1.3518719306358924,-3.098074252788837,0,number_sequence,False,q3-1.7
Qwen/Qwen3-1.7B,MD,add_sub_2op_verbal,0,1000,986,0.7434077079107505,0.7505070993914807,0.5081135902636917,501,13.830875187338943,-13.92402432302753,0,add_sub_2op_verbal,False,q3-1.7
